,subject,predicate,object
1956,Don Brown (author),wrote,BookMalacca_Conspiracy_Novel
1957,Don Brown (author),wrote,BookThe_Last_Fighter_Pilot
1958,Don Brown (author),wrote,BookTreason_Legal_Thriller
1959,Don Brown (author),writesGenre,GenreBiography
1960,Don Brown (author),writesGenre,GenreFiction
1961,Don Brown (author),writesGenre,GenreHistory
1962,Don Brown (author),writesGenre,GenreMilitary
1963,Don Brown (author),writesGenre,GenreNonfiction
1964,Don Brown (author),writesGenre,GenreThriller_Genre
1965,Don Brown (author),bornInCentury,Century_20
1966,Donald Adamson,wrote,BookBlaise_Pascal
1967,Donald Adamson,wrote,BookPhysicist
1968,Donald Adamson,writesGenre,GenreRomanticism
1969,Donald Adamson,bornInCentury,Century_20
1970,Donald Corley,wrote,BookThe_House_Of_Lost_Identity
1971,Donald Corley,writesGenre,GenreFantasy
1972,Donald Corley,bornInCentury,Century_19
1973,Donald E. Westlake,wrote,BookJohn_Dortmunder
1974,Donald E. Westlake,wrote,BookParker_Stark_Novels_Character
1975,Donald E. Westlake,wrote,BookThe_Grifters_Film
1976,Donald E. Westlake,writesGenre,GenreCrime_Fiction
1977,Donald E. Westlake,bornInCentury,Century_20
1978,Donald Grant Mitchell,wrote,BookReveries_Of_A_Bachelor
1979,Donald Grant Mitchell,writesGenre,GenreLiterary_Criticism
1980,Donald Grant Mitchell,writesGenre,GenreTravel_Literature
1981,Donald Grant Mitchell,bornInCentury,Century_19
1982,Donald Hamilton,wrote,BookMatt_Helm
1983,Donald Hamilton,writesGenre,GenreNonfiction
1984,Donald Hamilton,writesGenre,GenreSpy_Fiction
1985,Donald Hamilton,bornInCentury,Century_20
1986,Donald Horne,wrote,BookThe_Lucky_Country
1987,Donald Horne,writesGenre,GenreNonfiction
1988,Donald Horne,writesGenre,GenreFiction
1989,Donald Horne,writesGenre,GenreSocial_Commentary
1990,Donald Horne,writesGenre,GenreAutobiography
1991,Donald Horne,bornInCentury,Century_20
1992,Donald J. Sobol,wrote,BookEncyclopedia_Brown
1993,Donald J. Sobol,writesGenre,GenreMystery_Fiction
1994,Donald J. Sobol,bornInCentury,Century_20
1995,Donna Leon,wrote,BookDeath_At_La_Fenice
1996,Donna Leon,writesGenre,GenreCrime_Fiction
1997,Donna Leon,bornInCentury,Century_20
1998,Donna Williams,wrote,BookLike_Colour_To_The_Blind
1999,Donna Williams,wrote,BookNobody_Nowhere
2000,Donna Williams,wrote,BookSomebody_Somewhere_Book
2001,Donna Williams,writesGenre,GenreAutobiography
2002,Donna Williams,writesGenre,GenreNonfiction
2003,Donna Williams,writesGenre,GenrePoetry
2004,Donna Williams,bornInCentury,Century_20
2005,Doris Buchanan Smith,wrote,BookA_Taste_Of_Blackberries
2006,Doris Buchanan Smith,writesGenre,GenreChildrens_Literature
2007,Doris Buchanan Smith,bornInCentury,Century_20
2008,Doris Lessing,wrote,BookBriefing_For_A_Descent_Into_Hell
2009,Doris Lessing,wrote,BookChildren_Of_Violence
2010,Doris Lessing,wrote,BookThe_Golden_Notebook
2011,Doris Lessing,wrote,BookThe_Good_Terrorist
2012,Doris Lessing,wrote,BookThe_Grass_Is_Singing
2013,Doris Lessing,writesGenre,GenreBiography
2014,Doris Lessing,writesGenre,GenreLibretto
2015,Doris Lessing,bornInCentury,Century_20
2016,Dorothy Ann Thrupp,wrote,BookSavior
2017,Dorothy Ann Thrupp,wrote,BookLike_A_Shepherd_Lead_Us
2018,Dorothy Ann Thrupp,writesGenre,GenreHymns
2019,Dorothy Ann Thrupp,bornInCentury,Century_18
2020,Dorothy Black (novelist),wrote,BookLetters_Of_An_Indian_Judge_To_An_English_Gentlewoman
2021,Dorothy Black (novelist),writesGenre,GenreChildrens_Fiction
2022,Dorothy Black (novelist),writesGenre,GenreRomance_Novel
2023,Dorothy Black (novelist),bornInCentury,Century_19
2024,Dorothy Dunnett,wrote,BookJohnson_Johnson
2025,Dorothy Dunnett,wrote,BookLymond_Chronicles
2026,Dorothy Dunnett,wrote,BookThe_House_Of_Niccol
2027,Dorothy Dunnett,writesGenre,GenreHistorical_Fiction
2028,Dorothy Dunnett,writesGenre,GenreMystery_Fiction
2029,Dorothy Dunnett,bornInCentury,Century_20
2030,Dorothy Edwards (children's writer),wrote,BookThe_Witches_And_The_Grinnygog
2031,Dorothy Edwards (children's writer),writesGenre,GenreChildrens_Books
2032,Dorothy Edwards (children's writer),bornInCentury,Century_20
2033,Dorothy Richardson,wrote,BookPilgrimage_Novel_Sequence
2034,Dorothy Richardson,writesGenre,GenreNovel
2035,Dorothy Richardson,bornInCentury,Century_19
2036,Douglas Preston,wrote,BookAloysius_Pendergast
2037,Douglas Preston,wrote,BookThe_Monster_Of_Florence_A_True_Story
2038,Douglas Preston,wrote,BookWyman_Ford
2039,Douglas Preston,writesGenre,GenreAdventure_Genre
2040,Douglas Preston,writesGenre,GenreNonfiction
2041,Douglas Preston,writesGenre,GenreTechnothriller
2042,Douglas Preston,writesGenre,GenreThriller_Genre
2043,Douglas Preston,bornInCentury,Century_20
2044,Duncan Barrett,wrote,BookThe_Sugar_Girls
2045,Duncan Barrett,writesGenre,GenreBiography
2046,Duncan Barrett,writesGenre,GenreMemoir
2047,Duncan Barrett,bornInCentury,Century_20
2048,Dòmhnall Ruadh Chorùna,wrote,BookAn_Eala_Bhn
2049,Dòmhnall Ruadh Chorùna,writesGenre,GenreScottish_Gaelic_Literature
2050,Dòmhnall Ruadh Chorùna,writesGenre,GenreWar_Poetry
2051,Dòmhnall Ruadh Chorùna,bornInCentury,Century_19
2052,E. Cobham Brewer,wrote,BookBrewers_Dictionary_Of_Phrase_And_Fable
2053,E. Cobham Brewer,writesGenre,GenreVictorian_Era
2054,E. Cobham Brewer,bornInCentury,Century_19
2055,E. E. Knight,wrote,BookAge_Of_Fire
2056,E. E. Knight,wrote,BookVampire_Earth
2057,E. E. Knight,writesGenre,GenreFantasy_Literature
2058,E. E. Knight,writesGenre,GenreScience_Fiction
2059,E. E. Knight,bornInCentury,Century_20
2060,E. L. Konigsburg,wrote,BookFrom_The_Mixedup_Files_Of_Mrs_Basil_E_Frankweiler
2061,E. L. Konigsburg,wrote,BookThe_View_From_Saturday
2062,E. L. Konigsburg,writesGenre,GenreChildrens_Literature
2063,E. L. Konigsburg,writesGenre,GenrePicture_Books
2064,E. L. Konigsburg,bornInCentury,Century_20
2065,E. M. Hull,wrote,BookThe_Sheik_Novel
2066,E. M. Hull,writesGenre,GenreRomance_Fiction
2067,E. M. Hull,bornInCentury,Century_19
2068,Eckhart Tolle,wrote,BookA_New_Earth
2069,Eckhart Tolle,wrote,BookThe_Power_Of_Now
2070,Eckhart Tolle,writesGenre,GenreMetaphysics
2071,Eckhart Tolle,writesGenre,GenreSelfhelp
2072,Eckhart Tolle,writesGenre,GenreSpirituality
2073,Eckhart Tolle,bornInCentury,Century_20
2074,Ed Krol,wrote,BookHitchhikers_Guide_To_The_Internet
2075,Ed Krol,wrote,BookWhole_Internet_Users_Guide_And_Catalog
2076,Ed Krol,writesGenre,GenreTechnology
2077,Ed Krol,bornInCentury,Century_20
2078,Eden Robinson,wrote,BookMonkey_Beach
2079,Eden Robinson,writesGenre,GenreSpeculative_Fiction
2080,Eden Robinson,writesGenre,GenreGothic_Fiction
2081,Eden Robinson,bornInCentury,Century_20
2082,Edgar Rice Burroughs,wrote,BookBarsoom
2083,Edgar Rice Burroughs,wrote,BookTarzan_Book_Series
2084,Edgar Rice Burroughs,writesGenre,GenreAdventure_Fiction
2085,Edgar Rice Burroughs,writesGenre,GenreFantasy_Fiction
2086,Edgar Rice Burroughs,writesGenre,GenreLost_World_Genre
2087,Edgar Rice Burroughs,writesGenre,GenrePlanetary_Romance
2088,Edgar Rice Burroughs,writesGenre,GenreSoft_Science_Fiction
2089,Edgar Rice Burroughs,writesGenre,GenreSword_And_Planet
2090,Edgar Rice Burroughs,writesGenre,GenreWestern_Genre
2091,Edgar Rice Burroughs,bornInCentury,Century_19
2092,Edgardo Vega Yunqué,wrote,BookNo_Matter_How_Much_You_Promise_To_Cook_Or_Pay_The_Rent_You_Blew_It_Cauze_Bill_Bailey_Aint_Never_Coming_Home_Again
2093,Edgardo Vega Yunqué,wrote,BookThe_Lamentable_Journey_Of_Omaha_Bigelow_Into_The_Impenetrable_Loisaida_Jungle
2094,Edgardo Vega Yunqué,writesGenre,GenreNovel
2095,Edgardo Vega Yunqué,writesGenre,GenreShort_Story
2096,Edgardo Vega Yunqué,bornInCentury,Century_20
2097,Edith Pargeter,wrote,BookThe_Cadfael_Chronicles
2098,Edith Pargeter,writesGenre,GenreCzech_Language
2099,Edith Pargeter,writesGenre,GenreHistorical_Fiction
2100,Edith Pargeter,writesGenre,GenreMystery_Fiction
2101,Edith Pargeter,writesGenre,GenreNonfiction
2102,Edith Pargeter,bornInCentury,Century_20
2103,Edmund Wilson,wrote,BookAxels_Castle
2104,Edmund Wilson,wrote,BookPatriotic_Gore
2105,Edmund Wilson,wrote,BookTo_The_Finland_Station
2106,Edmund Wilson,writesGenre,GenreFiction
2107,Edmund Wilson,writesGenre,GenreReview_Of_Fiction
2108,Edmund Wilson,bornInCentury,Century_19
2109,Edna Staebler,wrote,BookEdna_Staebler_Award
2110,Edna Staebler,writesGenre,GenreCreative_Nonfiction
2111,Edna Staebler,writesGenre,GenreHistorical_Nonfiction
2112,Edna Staebler,writesGenre,GenreLiterary_Criticism
2113,Edna Staebler,writesGenre,GenreMennonite
2114,Edna Staebler,writesGenre,GenreNonfiction
2115,Edna Staebler,bornInCentury,Century_20
2116,Eduard Limonov,wrote,BookIts_Me
2117,Eduard Limonov,wrote,BookEddie
2118,Eduard Limonov,writesGenre,GenreNovel
2119,Eduard Limonov,writesGenre,GenrePoetry
2120,Eduard Limonov,writesGenre,GenreShort_Story
2121,Eduard Limonov,writesGenre,GenreAutobiography
2122,Eduard Limonov,writesGenre,GenrePolitical_Essay
2123,Eduard Limonov,bornInCentury,Century_20
2124,Edward Ardizzone,wrote,BookStig_Of_The_Dump
2125,Edward Ardizzone,writesGenre,GenreChildrens_Books
2126,Edward Ardizzone,bornInCentury,Century_20
2127,Edward Edson Lee,wrote,BookAndy_Blake
2128,Edward Edson Lee,wrote,BookJerry_Todd
2129,Edward Edson Lee,wrote,BookPoppy_Ott
2130,Edward Edson Lee,wrote,BookTrigger_Berg
2131,Edward Edson Lee,wrote,BookTuffy_Bean
2132,Edward Edson Lee,writesGenre,GenreYoung_Adult_Fiction
2133,Edward Edson Lee,bornInCentury,Century_19
2134,Edward Heron-Allen,wrote,BookBaba_Tahir
2135,Edward Heron-Allen,wrote,BookRubaiyat_Of_Omar_Khayyam
2136,Edward Heron-Allen,writesGenre,GenreForaminifera
2137,Edward Heron-Allen,writesGenre,GenreHorror_Fiction
2138,Edward Heron-Allen,writesGenre,GenreZoology
2139,Edward Heron-Allen,bornInCentury,Century_19
2140,Edward Lear,wrote,BookThe_Owl_And_The_Pussycat
2141,Edward Lear,writesGenre,GenreLimericks
2142,Edward Lear,writesGenre,GenreLiterary_Nonsense
2143,Edward Lear,bornInCentury,Century_19
2144,Edward Stratemeyer,wrote,BookBobbsey_Twins
2145,Edward Stratemeyer,wrote,BookBomba
2146,Edward Stratemeyer,wrote,BookThe_Jungle_Boy
2147,Edward Stratemeyer,wrote,BookBook_Series
2148,Edward Stratemeyer,wrote,BookDave_Dashaway
2149,Edward Stratemeyer,wrote,BookDon_Sturdy
2150,Edward Stratemeyer,wrote,BookNancy_Drew
2151,Edward Stratemeyer,wrote,BookRover_Boys
2152,Edward Stratemeyer,wrote,BookThe_Colonial_Series
2153,Edward Stratemeyer,wrote,BookThe_Dana_Girls
2154,Edward Stratemeyer,wrote,BookThe_Hardy_Boys
2155,Edward Stratemeyer,wrote,BookTom_Swift
2156,Edward Stratemeyer,writesGenre,GenreAdventure
2157,Edward Stratemeyer,writesGenre,GenreMystery
2158,Edward Stratemeyer,writesGenre,GenreScience_Fiction
2159,Edward Stratemeyer,bornInCentury,Century_19
2160,Eeltsje Hiddes Halbertsma,wrote,BookDe_Alde_Friezen
2161,Eeltsje Hiddes Halbertsma,wrote,BookRimen_En_Teltsjes
2162,Eeltsje Hiddes Halbertsma,writesGenre,GenrePoetry_Collection
2163,Eeltsje Hiddes Halbertsma,bornInCentury,Century_18
2164,Ehsan Danish,wrote,BookJahanidanish
2165,Ehsan Danish,writesGenre,GenreProse
2166,Ehsan Danish,bornInCentury,Century_20
2167,Eiji Yoshikawa,wrote,BookMusashi_Novel
2168,Eiji Yoshikawa,writesGenre,GenreHistorical_Drama
2169,Eiji Yoshikawa,bornInCentury,Century_19
2170,Eileen Welsome,wrote,BookThe_Plutonium_Files
2171,Eileen Welsome,writesGenre,GenreJournalism
2172,Eileen Welsome,bornInCentury,Century_20
2173,Ekaterina Sedia,wrote,BookThe_Alchemy_Of_Stone
2174,Ekaterina Sedia,writesGenre,GenreFantasy
2175,Ekaterina Sedia,writesGenre,GenreSteampunk
2176,Ekaterina Sedia,writesGenre,GenreUrban_Fantasy
2177,Ekaterina Sedia,bornInCentury,Century_20
2178,Elaine Cunningham,wrote,BookForgotten_Realms
2179,Elaine Cunningham,wrote,BookThe_New_Jedi_Order
2180,Elaine Cunningham,writesGenre,GenreFantasy
2181,Elaine Cunningham,writesGenre,GenreScience_Fiction
2182,Elaine Cunningham,bornInCentury,Century_20
2183,Eleanor Coerr,wrote,BookSadako_And_The_Thousand_Paper_Cranes
2184,Eleanor Coerr,writesGenre,GenrePicture_Books
2185,Eleanor Coerr,bornInCentury,Century_20
2186,Eleanor Estes,wrote,BookGinger_Pye
2187,Eleanor Estes,wrote,BookPinky_Pye
2188,Eleanor Estes,wrote,BookThe_Hundred_Dresses
2189,Eleanor Estes,writesGenre,GenreChildrens_Literature
2190,Eleanor Estes,bornInCentury,Century_20
2191,Eleanor Farjeon,wrote,BookMorning_Has_Broken
2192,Eleanor Farjeon,writesGenre,GenreChildren_Literature
2193,Eleanor Farjeon,bornInCentury,Century_19
2194,Elena Chudinova,wrote,BookThe_Notre_Dame_De_Paris_Mosque
2195,Elena Chudinova,writesGenre,GenreNovel
2196,Elena Chudinova,writesGenre,GenreEssay
2197,Elena Chudinova,writesGenre,GenreColumn
2198,Elena Chudinova,writesGenre,GenrePoem
2199,Elena Chudinova,writesGenre,GenreDrama
2200,Elena Chudinova,bornInCentury,Century_20
2201,Elfriede Jelinek,wrote,BookDie_Kinder_Der_Toten
2202,Elfriede Jelinek,wrote,BookGreed_Jelinek_Novel
2203,Elfriede Jelinek,wrote,BookLust_Jelinek_Novel
2204,Elfriede Jelinek,wrote,BookThe_Piano_Teacher_Jelinek_Novel
2205,Elfriede Jelinek,writesGenre,GenreList_Of_Feminist_Literature
2206,Elfriede Jelinek,writesGenre,GenrePostdramatic_Theatre
2207,Elfriede Jelinek,writesGenre,GenreSocial_Criticism
2208,Elfriede Jelinek,bornInCentury,Century_20
2209,Eli Schechtman,wrote,BookErev
2210,Eli Schechtman,writesGenre,GenreNovels
2211,Eli Schechtman,writesGenre,GenreShort_Stories
2212,Eli Schechtman,bornInCentury,Century_20
2213,Elif Shafak,wrote,Book10_Minutes_38_Seconds_In_This_Strange_World
2214,Elif Shafak,wrote,BookHonour_Book
2215,Elif Shafak,wrote,BookThe_Bastard_Of_Istanbul
2216,Elif Shafak,wrote,BookThe_Forty_Rules_Of_Love
2217,Elif Shafak,wrote,BookThe_Gaze_Novel
2218,Elif Shafak,wrote,BookThree_Daughters_Of_Eve
2219,Elif Shafak,writesGenre,GenreLiterary_Fiction
2220,Elif Shafak,bornInCentury,Century_20
2221,Elisabetta Dami,wrote,BookGeronimo_Stilton
2222,Elisabetta Dami,writesGenre,GenreChildrens_Literature
2223,Elisabetta Dami,bornInCentury,Century_20
2224,Eliza Calvert Hall,wrote,BookAunt_Jane_Of_Kentucky
2225,Eliza Calvert Hall,writesGenre,GenreShort_Stories
2226,Eliza Calvert Hall,bornInCentury,Century_19
2227,Elizabeth Aston,wrote,BookMr_Darcys_Daughters
2228,Elizabeth Aston,writesGenre,GenreMystery_Fiction
2229,Elizabeth Aston,bornInCentury,Century_20
2230,Elizabeth Bear,wrote,BookHammered_Bear_Novel
2231,Elizabeth Bear,writesGenre,GenreSpeculative_Fiction
2232,Elizabeth Bear,bornInCentury,Century_20
2233,Elizabeth Enright,wrote,BookGoneaway_Lake
2234,Elizabeth Enright,wrote,BookReturn_To_Goneaway
2235,Elizabeth Enright,wrote,BookSpiderweb_For_Two_A_Melendy_Maze
2236,Elizabeth Enright,wrote,BookThe_Fourstory_Mistake
2237,Elizabeth Enright,wrote,BookThe_Saturdays_Novel
2238,Elizabeth Enright,wrote,BookThen_There_Were_Five
2239,Elizabeth Enright,wrote,BookThimble_Summer
2240,Elizabeth Enright,writesGenre,GenreChildrens_Fiction
2241,Elizabeth Enright,bornInCentury,Century_20
2242,Elizabeth George Speare,wrote,BookThe_Bronze_Bow
2243,Elizabeth George Speare,wrote,BookThe_Witch_Of_Blackbird_Pond
2244,Elizabeth George Speare,writesGenre,GenreChildrens_Literature
2245,Elizabeth George Speare,bornInCentury,Century_20
2246,Elizabeth Goudge,wrote,BookGreen_Dolphin_Country
2247,Elizabeth Goudge,wrote,BookThe_Little_White_Horse
2248,Elizabeth Goudge,writesGenre,GenreChildrens_Literature
2249,Elizabeth Goudge,writesGenre,GenreRomance_Novel
2250,Elizabeth Goudge,bornInCentury,Century_20
2251,Elizabeth Kostova,wrote,BookThe_Historian
2252,Elizabeth Kostova,writesGenre,GenreGothic_Fiction
2253,Elizabeth Kostova,writesGenre,GenreHistorical_Fiction
2254,Elizabeth Kostova,bornInCentury,Century_20
2255,Elizabeth Strout,wrote,BookAbide_With_Me
2256,Elizabeth Strout,wrote,BookAmy_And_Isabelle
2257,Elizabeth Strout,wrote,BookAnything_Is_Possible_Book
2258,Elizabeth Strout,wrote,BookMy_Name_Is_Lucy_Barton
2259,Elizabeth Strout,wrote,BookOlive_Kitteridge
2260,Elizabeth Strout,wrote,BookOlive
2261,Elizabeth Strout,wrote,BookAgain
2262,Elizabeth Strout,wrote,BookThe_Burgess_Boys
2263,Elizabeth Strout,writesGenre,GenreLiterary_Fiction
2264,Elizabeth Strout,bornInCentury,Century_20
2265,Elizabeth Wurtzel,wrote,BookProzac_Nation
2266,Elizabeth Wurtzel,writesGenre,GenreConfessional_Writing
2267,Elizabeth Wurtzel,bornInCentury,Century_20
2268,Elizabeth Yates (writer),wrote,BookAmos_Fortune
2269,Elizabeth Yates (writer),wrote,BookFree_Man
2270,Elizabeth Yates (writer),writesGenre,GenreChildrens_Literature
2271,Elizabeth Yates (writer),bornInCentury,Century_20
2272,Ellen Bass,wrote,BookThe_Courage_To_Heal
2273,Ellen Bass,writesGenre,GenreNonfiction
2274,Ellen Bass,writesGenre,GenrePoetry
2275,Ellen Bass,bornInCentury,Century_20
2276,Ellen Raskin,wrote,BookFiggs__Phantoms
2277,Ellen Raskin,wrote,BookThe_Mysterious_Disappearance_Of_Leon_I_Mean_Noel
2278,Ellen Raskin,wrote,BookThe_Tattooed_Potato_And_Other_Clues
2279,Ellen Raskin,wrote,BookThe_Westing_Game
2280,Ellen Raskin,writesGenre,GenreChildrens_Novel
2281,Ellen Raskin,writesGenre,GenrePicture_Books
2282,Ellen Raskin,bornInCentury,Century_20
2283,Ellen Wittlinger,wrote,BookHard_Love_Novel
2284,Ellen Wittlinger,writesGenre,GenreYoung_Adult_Literature
2285,Ellen Wittlinger,bornInCentury,Century_20
2286,Elliott Chaze,wrote,BookBlack_Wings_Has_My_Angel
2287,Elliott Chaze,wrote,BookGoodbye_Goliath
2288,Elliott Chaze,writesGenre,GenreMystery
2289,Elliott Chaze,writesGenre,GenreCrime
2290,Elliott Chaze,bornInCentury,Century_20
2291,Eloise Lownsbery,wrote,BookOut_Of_The_Flame
2292,Eloise Lownsbery,writesGenre,GenreChildrens_Literature
2293,Eloise Lownsbery,bornInCentury,Century_19
2294,Elsie Singmaster,wrote,BookSwords_Of_Steel
2295,Elsie Singmaster,writesGenre,GenreChildrens_Literature
2296,Elsie Singmaster,writesGenre,GenreYoung_Adult_Fiction
2297,Elsie Singmaster,bornInCentury,Century_19
2298,Emilio Salgari,wrote,BookSandokan
2299,Emilio Salgari,wrote,BookThe_Black_Corsair
2300,Emilio Salgari,writesGenre,GenreAdventure_Fiction
2301,Emilio Salgari,writesGenre,GenreHistorical_Novel
2302,Emilio Salgari,writesGenre,GenreScience_Fiction
2303,Emilio Salgari,writesGenre,GenreWestern_Fiction
2304,Emilio Salgari,bornInCentury,Century_19
2305,Emily Brontë,wrote,BookWuthering_Heights
2306,Emily Brontë,writesGenre,GenreFiction
2307,Emily Brontë,writesGenre,GenrePoetry
2308,Emily Brontë,bornInCentury,Century_19
2309,Emily M. Danforth,wrote,BookThe_Miseducation_Of_Cameron_Post
2310,Emily M. Danforth,writesGenre,GenreGay_Literature
2311,Emily M. Danforth,writesGenre,GenreYoung_Adult_Fiction
2312,Emily M. Danforth,bornInCentury,Century_20
2313,Emma Lazarus,wrote,BookThe_New_Colossus
2314,Emma Lazarus,writesGenre,GenrePoetry
2315,Emma Lazarus,writesGenre,GenreProse
2316,Emma Lazarus,writesGenre,GenreTranslations
2317,Emma Lazarus,writesGenre,GenreNovels
2318,Emma Lazarus,writesGenre,GenrePlays
2319,Emma Lazarus,bornInCentury,Century_19
2320,Emma Smith (author),wrote,BookMaidens_Trip
2321,Emma Smith (author),writesGenre,GenreBiography
2322,Emma Smith (author),writesGenre,GenreChildrens_Literature
2323,Emma Smith (author),bornInCentury,Century_20
2324,Enid Blyton,wrote,BookFive_Findouters
2325,Enid Blyton,wrote,BookMalory_Towers
2326,Enid Blyton,wrote,BookNoddy_Character
2327,Enid Blyton,wrote,BookThe_Famous_Five
2328,Enid Blyton,wrote,BookThe_Secret_Seven
2329,Enid Blyton,writesGenre,GenreMystery_Fiction
2330,Enid Blyton,bornInCentury,Century_19
2331,Eoin Colfer,wrote,BookArtemis_Fowl_Series
2332,Eoin Colfer,writesGenre,GenreAdventure_Novel
2333,Eoin Colfer,writesGenre,GenreChildrens_Literature
2334,Eoin Colfer,writesGenre,GenreScience_Fiction
2335,Eoin Colfer,bornInCentury,Century_20
2336,Eric Carle,wrote,BookBrown_Bear
2337,Eric Carle,wrote,BookBrown_Bear
2338,Eric Carle,wrote,BookWhat_Do_You_See
2339,Eric Carle,wrote,BookThe_Grouchy_Ladybug
2340,Eric Carle,wrote,BookThe_Very_Hungry_Caterpillar
2341,Eric Carle,writesGenre,GenreChildrens_Picture_Books
2342,Eric Carle,bornInCentury,Century_20
2343,Eric Chappell,wrote,BookDuty_Free_Tv_Series
2344,Eric Chappell,wrote,BookFiddlers_Three_Tv_Series
2345,Eric Chappell,wrote,BookHaggard_Tv_Series
2346,Eric Chappell,wrote,BookHome_To_Roost
2347,Eric Chappell,wrote,BookOnly_When_I_Laugh_Tv_Series
2348,Eric Chappell,wrote,BookRising_Damp
2349,Eric Chappell,wrote,BookSingles_Tv_Series
2350,Eric Chappell,wrote,BookThe_Bounder
2351,Eric Chappell,wrote,BookThe_Squirrels_Tv_Series
2352,Eric Chappell,writesGenre,GenreTelevision
2353,Eric Chappell,bornInCentury,Century_20
2354,Eric Flint,wrote,Book1632_Novel
2355,Eric Flint,writesGenre,GenreAlternate_History
2356,Eric Flint,writesGenre,GenreFantasy
2357,Eric Flint,bornInCentury,Century_20
2358,Eric Hobsbawm,wrote,BookBandits_Book
2359,Eric Hobsbawm,wrote,BookEchoes_Of_The_Marseillaise
2360,Eric Hobsbawm,wrote,BookThe_Age_Of_Capital_18481875
2361,Eric Hobsbawm,wrote,BookThe_Age_Of_Empire_18751914
2362,Eric Hobsbawm,wrote,BookThe_Age_Of_Extremes
2363,Eric Hobsbawm,wrote,BookThe_Age_Of_Revolution_Europe_17891848
2364,Eric Hobsbawm,writesGenre,GenreWestern_World
2365,Eric Hobsbawm,writesGenre,GenreWorld_History_Field
2366,Eric Hobsbawm,bornInCentury,Century_20
2367,Eric Knight,wrote,BookLassie_Comehome
2368,Eric Knight,wrote,BookThis_Above_All
2369,Eric Knight,writesGenre,GenreFiction
2370,Eric Knight,bornInCentury,Century_19
2371,Eric L. Harry,wrote,BookArc_Light_Novel
2372,Eric L. Harry,wrote,BookInvasion_Harry_Novel
2373,Eric L. Harry,writesGenre,GenreFiction
2374,Eric L. Harry,bornInCentury,Century_20
2375,Eric Ludy,wrote,BookWhen_God_Writes_Your_Love_Story
2376,Eric Ludy,writesGenre,GenreChristianity
2377,Eric Ludy,bornInCentury,Century_20
2378,Eric Schlosser,wrote,BookCommand_And_Control_Nuclear_Weapons
2379,Eric Schlosser,wrote,BookThe_Damascus_Accident
2380,Eric Schlosser,wrote,BookAnd_The_Illusion_Of_Safety
2381,Eric Schlosser,wrote,BookFast_Food_Nation
2382,Eric Schlosser,wrote,BookReefer_Madness_2003_Book
2383,Eric Schlosser,writesGenre,GenreNonfiction
2384,Eric Schlosser,bornInCentury,Century_20
2385,Eric Van Lustbader,wrote,BookBourne_Novel_Series
2386,Eric Van Lustbader,writesGenre,GenreFantasy
2387,Eric Van Lustbader,writesGenre,GenreThriller_Genre
2388,Eric Van Lustbader,bornInCentury,Century_20
2389,Erica Jong,wrote,BookFear_Of_Flying_Novel
2390,Erica Jong,writesGenre,GenrePrimarily_Fiction_And_Poetry
2391,Erica Jong,bornInCentury,Century_20
2392,Erick Berry,wrote,BookGarram_The_Hunter_A_Boy_Of_The_Hill_Tribes
2393,Erick Berry,wrote,BookSong_Of_The_Pines
2394,Erick Berry,wrote,BookThe_Apprentice_Of_Florence
2395,Erick Berry,wrote,BookWinged_Girl_Of_Knossos
2396,Erick Berry,writesGenre,GenreChildrens_Literature
2397,Erick Berry,bornInCentury,Century_19
2398,Erick Wujcik,wrote,BookAfter_The_Bomb_Game
2399,Erick Wujcik,wrote,BookAmber_Diceless_Roleplaying_Game
2400,Erick Wujcik,wrote,BookNinjas_And_Superspies
2401,Erick Wujcik,wrote,BookRecon_Roleplaying_Game
2402,Erick Wujcik,wrote,BookTeenage_Mutant_Ninja_Turtles__Other_Strangeness
2403,Erick Wujcik,writesGenre,GenreFantasy
2404,Erick Wujcik,writesGenre,GenreScience_Fiction
2405,Erick Wujcik,bornInCentury,Century_20
2406,Erin Bow,wrote,BookPlain_Kate
2407,Erin Bow,writesGenre,GenreBildungsroman
2408,Erin Bow,writesGenre,GenreDystopian
2409,Erin Bow,writesGenre,GenreFantasy
2410,Erin Bow,writesGenre,GenreHistorical_Fiction
2411,Erin Bow,writesGenre,GenreScience_Fiction
2412,Erin Bow,writesGenre,GenreSpeculative_Fiction
2413,Erin Bow,writesGenre,GenreYoung_Adult_Fiction
2414,Erin Bow,bornInCentury,Century_20
2415,Erin E. Stead,wrote,BookA_Sick_Day_For_Amos_Mcgee
2416,Erin E. Stead,writesGenre,GenreChildrens_Picture_Books
2417,Erin E. Stead,bornInCentury,Century_20
2418,Erin Morgenstern,wrote,BookThe_Night_Circus
2419,Erin Morgenstern,writesGenre,GenreFantasy
2420,Erin Morgenstern,bornInCentury,Century_20
2421,Erle Stanley Gardner,wrote,BookCool_And_Lam
2422,Erle Stanley Gardner,wrote,BookDoug_Selby
2423,Erle Stanley Gardner,wrote,BookPerry_Mason
2424,Erle Stanley Gardner,writesGenre,GenreDetective_Fiction
2425,Erle Stanley Gardner,writesGenre,GenreTrue_Crime
2426,Erle Stanley Gardner,writesGenre,GenreTravel_Writing
2427,Erle Stanley Gardner,bornInCentury,Century_19
2428,Ernesto Sabato,wrote,BookAbaddn_El_Exterminador
2429,Ernesto Sabato,wrote,BookEl_Tnel
2430,Ernesto Sabato,wrote,BookOn_Heroes_And_Tombs
